t	f_px	dist_m	gsd_cm	obj8px_cm	status
0.0	9127	432	4.7	38	ok
2.0	9127	292	3.2	26	ok
4.0	11372	246	2.2	17	ok
6.0	11372	242	2.1	17	ok
8.0					no_focal
10.0					no_focal
12.0					no_focal
14.0					no_focal
16.0	11372	251	2.2	18	ok
18.0	11372	253	2.2	18	ok
20.0	11372	253	2.2	18	ok
22.0	11474	253	2.2	18	ok
24.0	11575	254	2.2	18	ok
26.0	11575	256	2.2	18	ok
28.0	11745	258	2.2	18	ok
30.0	11745	260	2.2	18	ok
32.0	11916	260	2.2	17	ok
34.0	11916	262	2.2	18	ok
36.0					no_focal
38.0					no_focal
40.0					no_focal
42.0					no_focal
44.0					no_focal
46.0					no_focal
48.0					no_focal
50.0					no_focal
52.0					no_focal
54.0	2696	244	9.0	72	ok
56.0	5206	1452	27.9	223	ok
58.0	5157	1406	27.3	218	ok
60.0	5157	1219	23.6	189	ok
62.0	6437	576	9.0	72	ok
64.0	7717	568	7.4	59	ok
66.0	7809	470	6.0	48	ok
68.0	7809	152	1.9	16	ok
70.0	7902	157	2.0	16	ok
72.0	7902	159	2.0	16	ok
74.0					no_focal
76.0					no_focal
78.0					no_focal
80.0					no_focal
82.0	7717	172	2.2	18	ok
84.0					no_focal
86.0					no_focal
88.0					no_focal
90.0					no_focal
92.0					no_focal
94.0					no_focal
96.0					no_focal
98.0					no_focal
100.0					no_focal
102.0					no_focal
104.0	3038	186	6.1	49	ok
106.0	3030	185	6.1	49	ok
108.0	3020	197	6.5	52	ok
110.0	2944	268	9.1	73	ok
112.0	2944	307	10.4	83	ok
114.0	3020	318	10.5	84	ok
116.0	3020	318	10.5	84	ok
118.0	3030	318	10.5	84	ok
120.0	3030	318	10.5	84	ok
122.0	3020	318	10.5	84	ok
124.0	3030	243	8.0	64	ok
126.0	3020	276	9.2	73	ok
128.0					no_focal
130.0					no_focal
132.0					no_focal
134.0	2834	326	11.5	92	ok
136.0	3020	326	10.8	86	ok
138.0	3020	326	10.8	86	ok
140.0	3020	326	10.8	86	ok
142.0	3030	343	11.3	91	ok
144.0	3040	345	11.4	91	ok
146.0	2884	241	8.4	67	ok
148.0					no_focal
150.0					no_focal
152.0					no_focal
154.0	3120	335	10.7	86	ok
156.0	3120	164	5.3	42	ok
158.0	3120	133	4.3	34	ok
160.0	3120	132	4.2	34	ok
